step,nodes,merges_this_step,cumulative_merges,u,mean_mass
1493,53129,22,44431,0.7896317622805147,1.8362852679327675
1494,53107,22,44453,0.7900227482761072,1.837045963808914
1495,53085,22,44475,0.7904137342716997,1.8378072901949702
1496,53063,22,44497,0.7908047202672922,1.8385692478751672
1497,53041,22,44519,0.7911957062628847,1.839331837635037
1498,53019,22,44541,0.7915866922584773,1.8400950602614157
1499,52997,22,44563,0.7919776782540698,1.8408589165424458
1500,52975,22,44585,0.7923686642496623,1.841623407267579
1501,52948,27,44612,0.7928485106987986,1.842562514164841
1502,52921,27,44639,0.7933283571479349,1.8435025793163395
1503,52894,27,44666,0.7938082035970712,1.8444436041895111
1504,52867,27,44693,0.7942880500462074,1.8453855902547904
1505,52840,27,44720,0.7947678964953437,1.846328538985617
1506,52813,27,44747,0.79524774294448,1.847272451858444
1507,52786,27,44774,0.7957275893936163,1.848217330352745
1508,52759,27,44801,0.7962074358427526,1.8491631759510225
1509,52732,27,44828,0.7966872822918888,1.8501099901388152
1510,52705,27,44855,0.7971671287410251,1.8510577744047054
1511,52678,27,44882,0.7976469751901614,1.8520065302403281
1512,52651,27,44909,0.7981268216392976,1.8529562591403772
1513,52624,27,44936,0.798606668088434,1.8539069626026148
1514,52597,27,44963,0.7990865145375702,1.854858642127878
1515,52570,27,44990,0.7995663609867065,1.8558112992200875
1516,52543,27,45017,0.8000462074358428,1.856764935386255
1517,52516,27,45044,0.800526053884979,1.8577195521364918
1518,52489,27,45071,0.8010059003341153,1.8586751509840156
1519,52462,27,45098,0.8014857467832516,1.8596317334451604
1520,52435,27,45125,0.8019655932323878,1.8605893010393821
1521,52408,27,45152,0.8024454396815242,1.8615478552892688
1522,52381,27,45179,0.8029252861306604,1.8625073977205475
1523,52354,27,45206,0.8034051325797967,1.8634679298620926
1524,52327,27,45233,0.803884979028933,1.8644294532459342
1525,52300,27,45260,0.8043648254780692,1.8653919694072658
1526,52273,27,45287,0.8048446719272055,1.8663554798844528
1527,52246,27,45314,0.8053245183763418,1.8673199862190406
1528,52219,27,45341,0.805804364825478,1.8682854899557633
1529,52192,27,45368,0.8062842112746144,1.8692519926425506
1530,52165,27,45395,0.8067640577237506,1.8702194958305378
1531,52138,27,45422,0.8072439041728869,1.8711880010740727
1532,52111,27,45449,0.8077237506220232,1.8721575099307248
1533,52084,27,45476,0.8082035970711594,1.8731280239612933
1534,52057,27,45503,0.8086834435202958,1.8740995447298154
1535,52030,27,45530,0.809163289969432,1.8750720738035749
1536,52003,27,45557,0.8096431364185683,1.8760456127531104
1537,51976,27,45584,0.8101229828677046,1.877020163152224
1538,51950,26,45610,0.810585057226132,1.8779595765158807
1539,51924,26,45636,0.8110471315845597,1.8788999306678993
1540,51898,26,45662,0.8115092059429871,1.879841227022236
1541,51872,26,45688,0.8119712803014146,1.8807834669956818
1542,51846,26,45714,0.8124333546598422,1.8817266520078695
1543,51820,26,45740,0.8128954290182697,1.8826707834812813
1544,51794,26,45766,0.8133575033766972,1.8836158628412558
1545,51768,26,45792,0.8138195777351248,1.8845618915159945
1546,51742,26,45818,0.8142816520935523,1.88550887093657
1547,51716,26,45844,0.8147437264519798,1.8864568025369324
1548,51690,26,45870,0.8152058008104074,1.8874056877539176
1549,51664,26,45896,0.8156678751688349,1.888355528027253
1550,51638,26,45922,0.8161299495272624,1.8893063247995663
1551,51612,26,45948,0.81659202388569,1.8902580795163915
1552,51586,26,45974,0.8170540982441175,1.8912107936261777
1553,51560,26,46000,0.8175161726025449,1.8921644685802947
1554,51534,26,46026,0.8179782469609725,1.8931191058330423
1555,51508,26,46052,0.8184403213194,1.8940747068416557
1556,51482,26,46078,0.8189023956778275,1.8950312730663144
1557,51456,26,46104,0.819364470036255,1.8959888059701493
1558,51430,26,46130,0.8198265443946826,1.8969473070192495
1559,51404,26,46156,0.8202886187531101,1.8979067776826706
1560,51378,26,46182,0.8207506931115376,1.8988672194324419
1561,51352,26,46208,0.8212127674699652,1.8998286337435737
1562,51326,26,46234,0.8216748418283927,1.9007910220940654
1563,51300,26,46260,0.8221369161868202,1.9017543859649122
1564,51274,26,46286,0.8225989905452478,1.902718726840114
1565,51248,26,46312,0.8230610649036753,1.9036840462066813
1566,51222,26,46338,0.8235231392621027,1.9046503455546444
1567,51196,26,46364,0.8239852136205303,1.9056176263770608
1568,51170,26,46390,0.8244472879789578,1.9065858901700214
1569,51144,26,46416,0.8249093623373853,1.9075551384326608
1570,51118,26,46442,0.8253714366958129,1.9085253726671623
1571,51092,26,46468,0.8258335110542404,1.9094965943787676
1572,51066,26,46494,0.8262955854126679,1.9104688050757843
1573,51040,26,46520,0.8267576597710955,1.9114420062695925
1574,51014,26,46546,0.827219734129523,1.912416199474654
1575,50988,26,46572,0.8276818084879505,1.9133913862085197
1576,50962,26,46598,0.8281438828463781,1.914367567991837
1577,50936,26,46624,0.8286059572048056,1.9153447463483588
1578,50910,26,46650,0.829068031563233,1.9163229228049499
1579,50884,26,46676,0.8295301059216607,1.9173020988915965
1580,50858,26,46702,0.8299921802800881,1.9182822761414133
1581,50832,26,46728,0.8304542546385156,1.9192634560906516
1582,50806,26,46754,0.8309163289969432,1.9202456402787071
1583,50780,26,46780,0.8313784033553707,1.9212288302481293
1584,50754,26,46806,0.8318404777137982,1.922213027544627
1585,50728,26,46832,0.8323025520722258,1.9231982337170794
1586,50702,26,46858,0.8327646264306533,1.9241844503175418
1587,50676,26,46884,0.8332267007890808,1.925171678901255
1588,50650,26,46910,0.8336887751475084,1.9261599210266536
1589,50624,26,46936,0.8341508495059359,1.927149178255373
1590,50598,26,46962,0.8346129238643634,1.928139452152259
1591,50572,26,46988,0.835074998222791,1.9291307442853753
1592,50546,26,47014,0.8355370725812185,1.9301230562260119
1593,50520,26,47040,0.8359991469396459,1.9311163895486936
1594,50494,26,47066,0.8364612212980735,1.932110745831188
1595,50468,26,47092,0.836923295656501,1.9331061266545138
1596,50442,26,47118,0.8373853700149285,1.9341025336029498
1597,50416,26,47144,0.8378474443733561,1.935099968264043
1598,50390,26,47170,0.8383095187317836,1.9360984322286168
1599,50364,26,47196,0.8387715930902111,1.937097927090779
1600,50338,26,47222,0.8392336674486387,1.938098454447932
1601,50312,26,47248,0.8396957418070662,1.9391000159007792
1602,50286,26,47274,0.8401578161654937,1.940102613053335
1603,50260,26,47300,0.8406198905239213,1.9411062475129328
1604,50234,26,47326,0.8410819648823488,1.9421109208902336
1605,50208,26,47352,0.8415440392407763,1.9431166347992352
1606,50182,26,47378,0.8420061135992039,1.9441233908572795
1607,50156,26,47404,0.8424681879576313,1.9451311906850626
1608,50130,26,47430,0.8429302623160588,1.9461400359066428
1609,50104,26,47456,0.8433923366744864,1.947149928149449
1610,50078,26,47482,0.8438544110329139,1.9481608690442909
1611,50052,26,47508,0.8443164853913414,1.9491728602253655
1612,50026,26,47534,0.844778559749769,1.9501859033302682
1613,50000,26,47560,0.8452406341081965,1.9512
1614,49975,25,47585,0.8456849363759152,1.952176088044022
1615,49950,25,47610,0.846129238643634,1.9531531531531532
1616,49925,25,47635,0.8465735409113528,1.9541311967951929
1617,49900,25,47660,0.8470178431790716,1.9551102204408817
1618,49875,25,47685,0.8474621454467903,1.9560902255639099
1619,49850,25,47710,0.8479064477145092,1.9570712136409227
1620,49825,25,47735,0.8483507499822279,1.9580531861515305
1621,49800,25,47760,0.8487950522499467,1.9590361445783133
1622,49775,25,47785,0.8492393545176654,1.9600200904068308
1623,49750,25,47810,0.8496836567853843,1.9610050251256281
1624,49725,25,47835,0.850127959053103,1.9619909502262443
1625,49700,25,47860,0.8505722613208218,1.9629778672032192
1626,49675,25,47885,0.8510165635885406,1.9639657775541017
1627,49650,25,47910,0.8514608658562594,1.9649546827794562
1628,49625,25,47935,0.8519051681239781,1.9659445843828716
1629,49600,25,47960,0.8523494703916968,1.9669354838709678
1630,49575,25,47985,0.8527937726594157,1.9679273827534038
1631,49550,25,48010,0.8532380749271344,1.968920282542886
1632,49525,25,48035,0.8536823771948532,1.9699141847551742
1633,49500,25,48060,0.8541266794625719,1.970909090909091
1634,49475,25,48085,0.8545709817302908,1.9719050025265286
1635,49450,25,48110,0.8550152839980095,1.972901921132457
1636,49425,25,48135,0.8554595862657283,1.9738998482549317
1637,49400,25,48160,0.8559038885334471,1.9748987854251012
1638,49375,25,48185,0.8563481908011659,1.9758987341772152
1639,49350,25,48210,0.8567924930688846,1.9768996960486322
1640,49325,25,48235,0.8572367953366034,1.9779016725798277
1641,49300,25,48260,0.8576810976043222,1.9789046653144016
1642,49275,25,48285,0.858125399872041,1.9799086757990867
1643,49250,25,48310,0.8585697021397597,1.9809137055837562
1644,49225,25,48335,0.8590140044074785,1.9819197562214321
1645,49200,25,48360,0.8594583066751973,1.9829268292682927
1646,49175,25,48385,0.859902608942916,1.9839349262836807
1647,49150,25,48410,0.8603469112106348,1.984944048830112
1648,49125,25,48435,0.8607912134783536,1.9859541984732825
1649,49100,25,48460,0.8612355157460724,1.9869653767820774
1650,49075,25,48485,0.8616798180137911,1.9879775853285786
1651,49050,25,48510,0.8621241202815099,1.9889908256880735
1652,49025,25,48535,0.8625684225492287,1.9900050994390617
1653,49000,25,48560,0.8630127248169475,1.9910204081632652
1654,48975,25,48585,0.8634570270846662,1.9920367534456356
1655,48950,25,48610,0.8639013293523851,1.9930541368743615
1656,48925,25,48635,0.8643456316201038,1.9940725600408788
1657,48900,25,48660,0.8647899338878225,1.9950920245398773
1658,48875,25,48685,0.8652342361555413,1.9961125319693094
1659,48850,25,48710,0.8656785384232601,1.9971340839303993
1660,48825,25,48735,0.8661228406909789,1.9981566820276497
1661,48800,25,48760,0.8665671429586976,1.9991803278688525
1662,48775,25,48785,0.8670114452264165,2.000205023065095
1663,48750,25,48810,0.8674557474941352,2.0012307692307694
1664,48725,25,48835,0.867900049761854,2.0022575679835812
1665,48700,25,48860,0.8683443520295727,2.0032854209445583
1666,48675,25,48885,0.8687886542972916,2.0043143297380586
1667,48650,25,48910,0.8692329565650103,2.005344295991778
1668,48625,25,48935,0.8696772588327291,2.006375321336761
1669,48600,25,48960,0.8701215611004478,2.0074074074074075
1670,48575,25,48985,0.8705658633681667,2.0084405558414824
1671,48550,25,49010,0.8710101656358854,2.0094747682801235
1672,48525,25,49035,0.8714544679036041,2.010510046367852
1673,48500,25,49060,0.871898770171323,2.011546391752577
1674,48475,25,49085,0.8723430724390417,2.012583806085611
1675,48450,25,49110,0.8727873747067605,2.013622291021672
1676,48425,25,49135,0.8732316769744792,2.0146618482188954
1677,48400,25,49160,0.8736759792421981,2.015702479338843
1678,48375,25,49185,0.8741202815099168,2.0167441860465116
1679,48350,25,49210,0.8745645837776356,2.0177869700103415
1680,48325,25,49235,0.8750088860453544,2.0188308329022244
1681,48300,25,49260,0.8754531883130732,2.0198757763975155
1682,48275,25,49285,0.8758974905807919,2.020921802175039
1683,48250,25,49310,0.8763417928485107,2.0219689119170985
1684,48225,25,49335,0.8767860951162295,2.023017107309487
1685,48200,25,49360,0.8772303973839483,2.0240663900414937
1686,48175,25,49385,0.877674699651667,2.025116761805916
1687,48150,25,49410,0.8781190019193857,2.0261682242990653
1688,48125,25,49435,0.8785633041871046,2.0272207792207793
1689,48100,25,49460,0.8790076064548233,2.028274428274428
1690,48075,25,49485,0.8794519087225421,2.0293291731669267
1691,48050,25,49510,0.8798962109902609,2.030385015608741
1692,48025,25,49535,0.8803405132579797,2.031441957313899
1693,48000,25,49560,0.8807848155256984,2.0325
1694,47976,24,49584,0.8812113457027084,2.0335167583791898
1695,47952,24,49608,0.8816378758797185,2.0345345345345347
1696,47928,24,49632,0.8820644060567285,2.0355533299949924
1697,47904,24,49656,0.8824909362337385,2.0365731462925853
1698,47880,24,49680,0.8829174664107485,2.037593984962406
1699,47856,24,49704,0.8833439965877585,2.0386158475426277
1700,47832,24,49728,0.8837705267647686,2.0396387355745107
1701,47808,24,49752,0.8841970569417786,2.0406626506024095
1702,47784,24,49776,0.8846235871187886,2.041687594173782
1703,47760,24,49800,0.8850501172957986,2.042713567839196
1704,47736,24,49824,0.8854766474728087,2.0437405731523377
1705,47712,24,49848,0.8859031776498187,2.0447686116700203
1706,47688,24,49872,0.8863297078268287,2.045797684952189
1707,47664,24,49896,0.8867562380038387,2.0468277945619335
1708,47640,24,49920,0.8871827681808488,2.047858942065491
1709,47616,24,49944,0.8876092983578588,2.048891129032258
1710,47592,24,49968,0.8880358285348688,2.049924357034796
1711,47568,24,49992,0.8884623587118788,2.0509586276488396
1712,47544,24,50016,0.8888888888888888,2.0519939424533065
1713,47520,24,50040,0.889315419065899,2.053030303030303
1714,47496,24,50064,0.889741949242909,2.0540677109651337
1715,47472,24,50088,0.890168479419919,2.0551061678463096
1716,47448,24,50112,0.8905950095969289,2.056145675265554
1717,47424,24,50136,0.891021539773939,2.057186234817814
1718,47400,24,50160,0.891448069950949,2.0582278481012657
1719,47376,24,50184,0.891874600127959,2.059270516717325
1720,47352,24,50208,0.892301130304969,2.0603142422706537
1721,47328,24,50232,0.892727660481979,2.0613590263691686
1722,47304,24,50256,0.8931541906589892,2.0624048706240488
1723,47280,24,50280,0.8935807208359992,2.063451776649746
1724,47256,24,50304,0.8940072510130092,2.064499746063992
1725,47232,24,50328,0.8944337811900192,2.0655487804878048
1726,47208,24,50352,0.8948603113670293,2.066598881545501
1727,47184,24,50376,0.8952868415440393,2.0676500508647
1728,47160,24,50400,0.8957133717210493,2.068702290076336
1729,47136,24,50424,0.8961399018980593,2.069755600814664
1730,47112,24,50448,0.8965664320750694,2.0708099847172696
1731,47088,24,50472,0.8969929622520794,2.0718654434250765
1732,47064,24,50496,0.8974194924290894,2.072921978582356
1733,47040,24,50520,0.8978460226060994,2.0739795918367347
1734,47016,24,50544,0.8982725527831094,2.0750382848392035
1735,46992,24,50568,0.8986990829601195,2.0760980592441265
1736,46968,24,50592,0.8991256131371295,2.077158916709249
1737,46944,24,50616,0.8995521433141395,2.0782208588957056
1738,46920,24,50640,0.8999786734911495,2.079283887468031
1739,46896,24,50664,0.9004052036681596,2.0803480040941658
1740,46872,24,50688,0.9008317338451696,2.0814132104454686
1741,46848,24,50712,0.9012582640221796,2.0824795081967213
1742,46824,24,50736,0.9016847941991896,2.0835468990261403
1743,46800,24,50760,0.9021113243761996,2.0846153846153848
1744,46776,24,50784,0.9025378545532097,2.085684966649564
1745,46752,24,50808,0.9029643847302197,2.0867556468172483
1746,46728,24,50832,0.9033909149072297,2.0878274268104775
1747,46704,24,50856,0.9038174450842397,2.0889003083247686
1748,46680,24,50880,0.9042439752612498,2.089974293059126
1749,46656,24,50904,0.9046705054382598,2.0910493827160495
1750,46632,24,50928,0.9050970356152698,2.092125579001544
1751,46608,24,50952,0.9055235657922798,2.093202883625129
1752,46584,24,50976,0.9059500959692899,2.0942812982998453
1753,46560,24,51000,0.9063766261462999,2.095360824742268
1754,46536,24,51024,0.9068031563233099,2.0964414646725116
1755,46512,24,51048,0.9072296865003199,2.0975232198142413
1756,46488,24,51072,0.9076562166773299,2.0986060918946823
1757,46464,24,51096,0.90808274685434,2.0996900826446283
1758,46440,24,51120,0.90850927703135,2.10077519379845
1759,46416,24,51144,0.90893580720836,2.1018614270941054
1760,46392,24,51168,0.90936233738537,2.1029487842731505
1761,46368,24,51192,0.9097888675623801,2.1040372670807455
1762,46344,24,51216,0.9102153977393901,2.1051268772656653
1763,46320,24,51240,0.9106419279164001,2.106217616580311
1764,46296,24,51264,0.9110684580934101,2.1073094867807156
1765,46272,24,51288,0.9114949882704201,2.108402489626556
1766,46248,24,51312,0.9119215184474302,2.1094966268811626
1767,46224,24,51336,0.9123480486244402,2.1105919003115265
1768,46200,24,51360,0.9127745788014502,2.1116883116883116
1769,46176,24,51384,0.9132011089784602,2.112785862785863
1770,46152,24,51408,0.9136276391554703,2.1138845553822154
1771,46128,24,51432,0.9140541693324803,2.1149843912591053
1772,46104,24,51456,0.9144806995094903,2.116085372201978
1773,46080,24,51480,0.9149072296865003,2.1171875
1774,46056,24,51504,0.9153337598635103,2.1182907764460657
1775,46032,24,51528,0.9157602900405204,2.119395203336809
1776,46008,24,51552,0.9161868202175304,2.1205007824726136
1777,45984,24,51576,0.9166133503945404,2.12160751565762
1778,45961,23,51599,0.9170221084808416,2.12266921955571
1779,45938,23,51622,0.917430866567143,2.1237319865906223
1780,45915,23,51645,0.9178396246534443,2.124795818360013
1781,45892,23,51668,0.9182483827397455,2.1258607164647434
1782,45869,23,51691,0.9186571408260468,2.126926682508884
1783,45846,23,51714,0.919065898912348,2.127993718099725
1784,45823,23,51737,0.9194746569986493,2.129061824847784
1785,45800,23,51760,0.9198834150849506,2.1301310043668122
1786,45777,23,51783,0.9202921731712519,2.131201258273806
1787,45754,23,51806,0.9207009312575531,2.1322725881890108
1788,45731,23,51829,0.9211096893438544,2.133344995735934
1789,45708,23,51852,0.9215184474301557,2.1344184825413492
1790,45685,23,51875,0.9219272055164569,2.135493050235307
1791,45662,23,51898,0.9223359636027583,2.136568700451141
1792,45639,23,51921,0.9227447216890595,2.1376454348254783
1793,45616,23,51944,0.9231534797753608,2.1387232549982462
1794,45593,23,51967,0.923562237861662,2.139802162612682
1795,45570,23,51990,0.9239709959479633,2.140882159315339
1796,45547,23,52013,0.9243797540342646,2.1419632467560983
1797,45524,23,52036,0.9247885121205659,2.143045426588173
1798,45501,23,52059,0.9251972702068672,2.1441287004681215
1799,45478,23,52082,0.9256060282931684,2.1452130700558514
1800,45455,23,52105,0.9260147863794697,2.14629853701463
1801,45432,23,52128,0.9264235444657709,2.1473851030110933
1802,45409,23,52151,0.9268323025520723,2.1484727697152546
1803,45386,23,52174,0.9272410606383735,2.149561538800511
1804,45363,23,52197,0.9276498187246748,2.1506514119436546
1805,45340,23,52220,0.928058576810976,2.1517423908248787
1806,45317,23,52243,0.9284673348972773,2.1528344771277887
1807,45294,23,52266,0.9288760929835785,2.153927672539409
1808,45271,23,52289,0.9292848510698799,2.1550219787501934
1809,45248,23,52312,0.9296936091561812,2.156117397454031
1810,45225,23,52335,0.9301023672424824,2.157213930348259
1811,45202,23,52358,0.9305111253287837,2.1583115791336667
1812,45179,23,52381,0.9309198834150849,2.159410345514509
1813,45156,23,52404,0.9313286415013863,2.160510231198512
1814,45133,23,52427,0.9317373995876875,2.1616112378968824
1815,45110,23,52450,0.9321461576739888,2.162713367324318
1816,45087,23,52473,0.93255491576029,2.163816621199015
1817,45064,23,52496,0.9329636738465913,2.164921001242677
1818,45041,23,52519,0.9333724319328925,2.1660265091805244
1819,45018,23,52542,0.9337811900191939,2.1671331467413033
1820,44995,23,52565,0.9341899481054952,2.1682409156572953
1821,44972,23,52588,0.9345987061917964,2.1693498176643247
1822,44949,23,52611,0.9350074642780977,2.1704598545017686
1823,44926,23,52634,0.9354162223643989,2.1715710279125675
1824,44903,23,52657,0.9358249804507002,2.172683339643231
1825,44880,23,52680,0.9362337385370015,2.1737967914438503
1826,44857,23,52703,0.9366424966233028,2.174911385068105
1827,44834,23,52726,0.937051254709604,2.1760271222732745
1828,44811,23,52749,0.9374600127959053,2.177144004820245
1829,44788,23,52772,0.9378687708822065,2.1782620344735197
1830,44765,23,52795,0.9382775289685078,2.1793812130012284
1831,44742,23,52818,0.9386862870548092,2.1805015421751373
1832,44719,23,52841,0.9390950451411104,2.1816230237706566
1833,44696,23,52864,0.9395038032274117,2.1827456595668515
1834,44673,23,52887,0.9399125613137129,2.183869451346451
1835,44650,23,52910,0.9403213194000142,2.1849944008958566
1836,44627,23,52933,0.9407300774863155,2.186120510005154
1837,44604,23,52956,0.9411388355726168,2.1872477804681196
1838,44581,23,52979,0.941547593658918,2.1883762140822323
1839,44558,23,53002,0.9419563517452193,2.1895058126486826
1840,44535,23,53025,0.9423651098315206,2.190636577972381
1841,44512,23,53048,0.9427738679178218,2.19176851186197
1842,44489,23,53071,0.9431826260041232,2.19290161612983
1843,44466,23,53094,0.9435913840904244,2.1940358925920926
1844,44443,23,53117,0.9440001421767257,2.1951713430686497
1845,44420,23,53140,0.9444089002630269,2.196307969383161
1846,44397,23,53163,0.9448176583493282,2.1974457733630652
1847,44374,23,53186,0.9452264164356294,2.198584756839591
1848,44351,23,53209,0.9456351745219308,2.1997249216477646
1849,44328,23,53232,0.946043932608232,2.200866269626421
1850,44305,23,53255,0.9464526906945333,2.2020088026182147
1851,44282,23,53278,0.9468614487808346,2.2031525224696265
1852,44259,23,53301,0.9472702068671358,2.2042974310309766
1853,44236,23,53324,0.9476789649534372,2.2054435301564337
1854,44213,23,53347,0.9480877230397384,2.2065908217040238
1855,44190,23,53370,0.9484964811260397,2.2077393075356415
1856,44167,23,53393,0.9489052392123409,2.2088889895170603
1857,44144,23,53416,0.9493139972986422,2.2100398695179413
1858,44121,23,53439,0.9497227553849434,2.2111919494118446
1859,44098,23,53462,0.9501315134712448,2.2123452310762395
1860,44075,23,53485,0.9505402715575461,2.213499716392513
1861,44052,23,53508,0.9509490296438473,2.214655407245982
1862,44029,23,53531,0.9513577877301486,2.2158123055259034
1863,44006,23,53554,0.9517665458164498,2.216970413125483
1864,43983,23,53577,0.9521753039027511,2.2181297319418865
1865,43961,22,53599,0.9525662898983437,2.2192397807147244
1866,43939,22,53621,0.9529572758939362,2.220350941077403
1867,43917,22,53643,0.9533482618895287,2.221463214700458
1868,43895,22,53665,0.9537392478851212,2.222576603257774
1869,43873,22,53687,0.9541302338807137,2.223691108426595
1870,43851,22,53709,0.9545212198763062,2.2248067318875284
1871,43829,22,53731,0.9549122058718987,2.225923475324557
1872,43807,22,53753,0.9553031918674912,2.227041340425046
1873,43785,22,53775,0.9556941778630839,2.228160328879753
1874,43763,22,53797,0.9560851638586764,2.229280442382835
1875,43741,22,53819,0.9564761498542689,2.2304016826318556
1876,43719,22,53841,0.9568671358498614,2.231524051327798
1877,43697,22,53863,0.9572581218454539,2.232647550175069
1878,43675,22,53885,0.9576491078410464,2.233772180881511
1879,43653,22,53907,0.9580400938366389,2.2348979451584086
1880,43631,22,53929,0.9584310798322314,2.2360248447204967
1881,43609,22,53951,0.958822065827824,2.237152881285973
1882,43587,22,53973,0.9592130518234165,2.238282056576502
1883,43565,22,53995,0.959604037819009,2.239412372317227
1884,43543,22,54017,0.9599950238146016,2.2405438302367773
1885,43521,22,54039,0.9603860098101941,2.241676432067278
1886,43499,22,54061,0.9607769958057866,2.242810179544357
1887,43477,22,54083,0.9611679818013791,2.243945074407158
1888,43455,22,54105,0.9615589677969716,2.245081118398343
1889,43433,22,54127,0.9619499537925642,2.246218313264108
1890,43411,22,54149,0.9623409397881567,2.247356660754187
1891,43389,22,54171,0.9627319257837492,2.2484961626218625
1892,43367,22,54193,0.9631229117793417,2.249636820623977
1893,43345,22,54215,0.9635138977749342,2.250778636520937
1894,43323,22,54237,0.9639048837705267,2.251921612076726
1895,43301,22,54259,0.9642958697661193,2.253065749058913
1896,43279,22,54281,0.9646868557617118,2.254211049238661
1897,43257,22,54303,0.9650778417573044,2.2553575143907345
1898,43235,22,54325,0.9654688277528969,2.256505146293512
1899,43213,22,54347,0.9658598137484894,2.2576539467289938
1900,43191,22,54369,0.9662507997440819,2.2588039174828087
1901,43169,22,54391,0.9666417857396744,2.2599550603442284
1902,43147,22,54413,0.9670327717352669,2.261107377106172
1903,43125,22,54435,0.9674237577308594,2.2622608695652175
1904,43103,22,54457,0.9678147437264519,2.263415539521611
1905,43081,22,54479,0.9682057297220446,2.2645713887792764
1906,43059,22,54501,0.9685967157176371,2.265728419145823
1907,43037,22,54523,0.9689877017132296,2.266886632432558
1908,43015,22,54545,0.9693786877088221,2.2680460304544927
1909,42993,22,54567,0.9697696737044146,2.269206615030354
1910,42971,22,54589,0.9701606597000071,2.270368387982593
1911,42949,22,54611,0.9705516456955996,2.2715313511373956
1912,42927,22,54633,0.9709426316911921,2.2726955063246908
1913,42905,22,54655,0.9713336176867847,2.273860855378161
1914,42883,22,54677,0.9717246036823772,2.2750274001352517
1915,42861,22,54699,0.9721155896779697,2.2761951424371807
1916,42839,22,54721,0.9725065756735622,2.2773640841289478
1917,42817,22,54743,0.9728975616691548,2.2785342270593456
1918,42795,22,54765,0.9732885476647473,2.2797055730809674
1919,42773,22,54787,0.9736795336603398,2.2808781240502185
1920,42751,22,54809,0.9740705196559323,2.282051881827326
1921,42729,22,54831,0.9744615056515249,2.2832268482763465
1922,42707,22,54853,0.9748524916471174,2.284403025265179
1923,42685,22,54875,0.9752434776427099,2.2855804146655734
1924,42663,22,54897,0.9756344636383024,2.28675901835314
1925,42641,22,54919,0.9760254496338949,2.287938838207359
1926,42619,22,54941,0.9764164356294874,2.2891198761115934
1927,42597,22,54963,0.9768074216250799,2.2903021339530953
1928,42575,22,54985,0.9771984076206724,2.2914856136230184
1929,42553,22,55007,0.9775893936162651,2.2926703170164267
1930,42531,22,55029,0.9779803796118576,2.293856246032306
1931,42509,22,55051,0.9783713656074501,2.295043402573573
1932,42487,22,55073,0.9787623516030426,2.296231788547085
1933,42465,22,55095,0.9791533375986351,2.2974214058636524
1934,42443,22,55117,0.9795443235942276,2.2986122564380462
1935,42421,22,55139,0.9799353095898201,2.29980434218901
1936,42399,22,55161,0.9803262955854126,2.3009976650392696
1937,42377,22,55183,0.9807172815810052,2.302192226915544
1938,42355,22,55205,0.9811082675765977,2.303388029748554
1939,42333,22,55227,0.9814992535721903,2.3045850754730353
1940,42311,22,55249,0.9818902395677828,2.305783366027747
1941,42289,22,55271,0.9822812255633753,2.3069829033554825
1942,42267,22,55293,0.9826722115589678,2.3081836894030805
1943,42245,22,55315,0.9830631975545603,2.3093857261214343
1944,42223,22,55337,0.9834541835501528,2.3105890154655047
1945,42201,22,55359,0.9838451695457454,2.311793559394327
1946,42179,22,55381,0.9842361555413379,2.312999359871026
1947,42157,22,55403,0.9846271415369304,2.314206418862822
1948,42135,22,55425,0.9850181275325229,2.3154147383410466
1949,42113,22,55447,0.9854091135281154,2.3166243202811483
1950,42091,22,55469,0.985800099523708,2.317835166662707
1951,42069,22,55491,0.9861910855193005,2.319047279469443
1952,42047,22,55513,0.986582071514893,2.320260660689229
1953,42025,22,55535,0.9869730575104856,2.3214753123140985
1954,42003,22,55557,0.9873640435060781,2.3226912363402614
1955,41981,22,55579,0.9877550295016706,2.3239084347681094
1956,41960,21,55600,0.9881282434065544,2.325071496663489
1957,41939,21,55621,0.9885014573114381,2.32623572331243
1958,41918,21,55642,0.9888746712163219,2.3274011164654804
1959,41897,21,55663,0.9892478851212057,2.3285676778766975
1960,41876,21,55684,0.9896210990260894,2.3297354093036584
1961,41855,21,55705,0.9899943129309732,2.3309043125074664
1962,41834,21,55726,0.9903675268358569,2.332074389252761
1963,41813,21,55747,0.9907407407407407,2.333245641307727
1964,41792,21,55768,0.9911139546456245,2.334418070444104
1965,41771,21,55789,0.9914871685505083,2.335591678437193
1966,41750,21,55810,0.9918603824553921,2.336766467065868
1967,41729,21,55831,0.9922335963602759,2.3379424381125835
1968,41708,21,55852,0.9926068102651596,2.3391195933633835
1969,41687,21,55873,0.9929800241700434,2.340297934607911
1970,41666,21,55894,0.9933532380749271,2.341477463639418
1971,41645,21,55915,0.9937264519798109,2.3426581822547723
1972,41624,21,55936,0.9940996658846947,2.3438400922544687
1973,41603,21,55957,0.9944728797895784,2.345023195442636
1974,41582,21,55978,0.9948460936944622,2.34620749362705
1975,41561,21,55999,0.995219307599346,2.3473929886191383
1976,41540,21,56020,0.9955925215042297,2.3485796822339915
1977,41519,21,56041,0.9959657354091135,2.349767576290373
1978,41498,21,56062,0.9963389493139972,2.350956672610728
1979,41477,21,56083,0.9967121632188811,2.3521469730211924
1980,41456,21,56104,0.9970853771237649,2.353338479351602
1981,41435,21,56125,0.9974585910286486,2.3545311934355015
