step,nodes,u,mean_mass
0.0,97560.0,0.0,1.0
551.0,78016.0,0.3473377408118291,1.250512715340443
1201.0,59859.0,0.6700255918106206,1.6298301007367313
1994.0,41292.0,1.0,2.362685265911072
