u,phi,delta_phi,microstep
0.0,4.0973531098910105e-05,0.0,-1
0.00040973531098910105,8.194706219782021e-05,4.0973531098910105e-05,0
0.0008194706219782021,0.00012292059329673032,4.0973531098910105e-05,1
0.0012292059329673032,0.00016389412439564042,4.0973531098910105e-05,2
0.0016389412439564042,0.00020486765549455053,4.0973531098910105e-05,3
0.002048676554945505,0.00020486765549455053,0.0,4
0.0024584118659346063,0.00020486765549455053,0.0,5
0.002868147176923707,0.00020486765549455053,0.0,6
0.0032778824879128084,0.00020486765549455053,0.0,7
0.0036876177989019093,0.00020486765549455053,0.0,8
0.00409735310989101,0.00024584118659346063,4.0973531098910105e-05,9
0.004507088420880111,0.00028681471769237074,4.0973531098910105e-05,10
0.004916823731869213,0.00032778824879128084,4.0973531098910105e-05,11
0.005326559042858314,0.00032778824879128084,0.0,12
0.005736294353847414,0.00032778824879128084,0.0,13
0.006146029664836516,0.00032778824879128084,0.0,14
0.006555764975825617,0.00036876177989019095,4.0973531098910105e-05,15
0.006965500286814717,0.00036876177989019095,0.0,16
0.0073752355978038186,0.00036876177989019095,0.0,17
0.00778497090879292,0.00040973531098910105,4.0973531098910105e-05,18
0.00819470621978202,0.00045070884208801116,4.0973531098910105e-05,19
0.008604441530771122,0.0004916823731869213,4.0973531098910105e-05,20
0.009014176841760223,0.0005326559042858314,4.0973531098910105e-05,21
0.009423912152749323,0.0005736294353847415,4.0973531098910105e-05,22
0.009833647463738425,0.0006146029664836516,4.0973531098910105e-05,23
0.010243382774727526,0.0006146029664836516,0.0,24
0.010653118085716628,0.0006146029664836516,0.0,25
0.011062853396705728,0.0006146029664836516,0.0,26
0.011472588707694829,0.0006965500286814718,8.194706219782021e-05,27
0.01188232401868393,0.0007375235597803819,4.0973531098910105e-05,28
0.012292059329673031,0.0007375235597803819,0.0,29
0.012701794640662132,0.0007375235597803819,0.0,30
0.013111529951651234,0.0007375235597803819,0.0,31
0.013521265262640334,0.0007375235597803819,0.0,32
0.013931000573629435,0.0008194706219782021,8.194706219782021e-05,33
0.014340735884618537,0.0008194706219782021,0.0,34
0.014750471195607637,0.0008194706219782021,0.0,35
0.01516020650659674,0.0008194706219782021,0.0,36
0.01556994181758584,0.0008194706219782021,0.0,37
0.01597967712857494,0.0008194706219782021,0.0,38
0.01638941243956404,0.0008194706219782021,0.0,39
0.016799147750553144,0.0008604441530771122,4.0973531098910105e-05,40
0.017208883061542245,0.0009014176841760223,4.0973531098910105e-05,41
0.017618618372531345,0.0009833647463738425,8.194706219782021e-05,42
0.018028353683520446,0.0009833647463738425,0.0,43
0.018438088994509546,0.0009833647463738425,0.0,44
0.018847824305498646,0.0009833647463738425,0.0,45
0.01925755961648775,0.0009833647463738425,0.0,46
0.01966729492747685,0.0009833647463738425,0.0,47
0.02007703023846595,0.0009833647463738425,0.0,48
0.02048676554945505,0.0009833647463738425,0.0,49
0.020896500860444152,0.0009833647463738425,0.0,50
0.021306236171433256,0.0009833647463738425,0.0,51
0.021715971482422356,0.0009833647463738425,0.0,52
0.022125706793411457,0.0009833647463738425,0.0,53
0.022535442104400557,0.0009833647463738425,0.0,54
0.022945177415389657,0.0009833647463738425,0.0,55
0.023354912726378758,0.0009833647463738425,0.0,56
0.02376464803736786,0.0009833647463738425,0.0,57
0.024174383348356962,0.0009833647463738425,0.0,58
0.024584118659346062,0.0009833647463738425,0.0,59
0.024993853970335163,0.0009833647463738425,0.0,60
0.025403589281324263,0.0009833647463738425,0.0,61
0.025813324592313367,0.0009833647463738425,0.0,62
0.026223059903302467,0.0009833647463738425,0.0,63
0.026632795214291568,0.0009833647463738425,0.0,64
0.02704253052528067,0.0009833647463738425,0.0,65
0.02745226583626977,0.0009833647463738425,0.0,66
0.02786200114725887,0.0009833647463738425,0.0,67
0.028271736458247973,0.0009833647463738425,0.0,68
0.028681471769237073,0.0009833647463738425,0.0,69
0.029091207080226174,0.0012292059329673032,0.00024584118659346063,70
0.029500942391215274,0.0013111529951651234,8.194706219782021e-05,71
0.029910677702204375,0.0013521265262640334,4.097353109891e-05,72
0.03032041301319348,0.0013931000573629436,4.0973531098910214e-05,73
0.03073014832418258,0.0014340735884618536,4.097353109891e-05,74
0.03113988363517168,0.0014750471195607638,4.0973531098910214e-05,75
0.03154961894616078,0.0015160206506596738,4.097353109891e-05,76
0.03195935425714988,0.001556994181758584,4.0973531098910214e-05,77
0.032369089568138984,0.001597967712857494,4.097353109891e-05,78
0.03277882487912808,0.0016389412439564042,4.0973531098910214e-05,79
0.033188560190117185,0.0016799147750553142,4.097353109891e-05,80
0.03359829550110629,0.0017208883061542244,4.0973531098910214e-05,81
0.034008030812095386,0.0018438088994509546,0.0001229205932967302,82
0.03441776612308449,0.0018438088994509546,0.0,83
0.034827501434073586,0.0018438088994509546,0.0,84
0.03523723674506269,0.0018438088994509546,0.0,85
0.03564697205605179,0.0018438088994509546,0.0,86
0.03605670736704089,0.0018438088994509546,0.0,87
0.036466442678029995,0.0018438088994509546,0.0,88
0.03687617798901909,0.0018438088994509546,0.0,89
0.037285913300008196,0.0018438088994509546,0.0,90
0.03769564861099729,0.0018438088994509546,0.0,91
0.0381053839219864,0.0018438088994509546,0.0,92
0.0385151192329755,0.0018438088994509546,0.0,93
0.0389248545439646,0.0018438088994509546,0.0,94
0.0393345898549537,0.0018438088994509546,0.0,95
0.0397443251659428,0.0018438088994509546,0.0,96
0.0401540604769319,0.0018438088994509546,0.0,97
0.040563795787921006,0.0018438088994509546,0.0,98
0.0409735310989101,0.0018438088994509546,0.0,99
0.04138326640989921,0.0018438088994509546,0.0,100
0.041793001720888304,0.0018438088994509546,0.0,101
0.04220273703187741,0.0018438088994509546,0.0,102
0.04261247234286651,0.0018438088994509546,0.0,103
0.04302220765385561,0.0018438088994509546,0.0,104
0.04343194296484471,0.0018438088994509546,0.0,105
0.04384167827583381,0.0018438088994509546,0.0,106
0.04425141358682291,0.0018438088994509546,0.0,107
0.04466114889781201,0.0018438088994509546,0.0,108
0.045070884208801114,0.0018438088994509546,0.0,109
0.04548061951979022,0.0018438088994509546,0.0,110
0.045890354830779315,0.0018438088994509546,0.0,111
0.04630009014176842,0.0018438088994509546,0.0,112
0.046709825452757515,0.0018438088994509546,0.0,113
0.04711956076374662,0.0018438088994509546,0.0,114
0.04752929607473572,0.0018438088994509546,0.0,115
0.04793903138572482,0.0018438088994509546,0.0,116
0.048348766696713924,0.0018847824305498649,4.0973531098910214e-05,117
0.04875850200770302,0.0019257559616487748,4.097353109891e-05,118
0.049168237318692125,0.001966729492747685,4.0973531098910214e-05,119
0.04957797262968123,0.0020077030238465953,4.0973531098910214e-05,120
0.049987707940670326,0.002048676554945505,4.097353109890978e-05,121
0.05039744325165943,0.0020896500860444153,4.0973531098910214e-05,122
0.050807178562648526,0.0021306236171433255,4.0973531098910214e-05,123
0.05121691387363763,0.0021306236171433255,0.0,124
0.051626649184626734,0.0021306236171433255,0.0,125
0.05203638449561583,0.0021306236171433255,0.0,126
0.052446119806604935,0.0021306236171433255,0.0,127
0.05285585511759403,0.0021306236171433255,0.0,128
0.053265590428583136,0.0021306236171433255,0.0,129
0.05367532573957224,0.0021306236171433255,0.0,130
0.05408506105056134,0.0021715971482422357,4.0973531098910214e-05,131
0.05449479636155044,0.0021715971482422357,0.0,132
0.05490453167253954,0.0021715971482422357,0.0,133
0.05531426698352864,0.0022125706793411455,4.097353109890978e-05,134
0.05572400229451774,0.0022125706793411455,0.0,135
0.05613373760550684,0.0022125706793411455,0.0,136
0.056543472916495946,0.0022125706793411455,0.0,137
0.05695320822748504,0.0022125706793411455,0.0,138
0.05736294353847415,0.0022125706793411455,0.0,139
0.057772678849463244,0.0022125706793411455,0.0,140
0.05818241416045235,0.0022125706793411455,0.0,141
0.05859214947144145,0.0022125706793411455,0.0,142
0.05900188478243055,0.0022125706793411455,0.0,143
0.05941162009341965,0.0025403589281324263,0.00032778824879128084,144
0.05982135540440875,0.0025813324592313365,4.0973531098910214e-05,145
0.06023109071539785,0.0026223059903302467,4.0973531098910214e-05,146
0.06064082602638696,0.002663279521429157,4.0973531098910214e-05,147
0.061050561337376054,0.0027042530525280667,4.097353109890978e-05,148
0.06146029664836516,0.002745226583626977,4.0973531098910214e-05,149
0.061870031959354255,0.002786200114725887,4.0973531098910214e-05,150
0.06227976727034336,0.002786200114725887,0.0,151
0.06268950258133246,0.002786200114725887,0.0,152
0.06309923789232157,0.002786200114725887,0.0,153
0.06350897320331066,0.002786200114725887,0.0,154
0.06391870851429976,0.002786200114725887,0.0,155
0.06432844382528886,0.002786200114725887,0.0,156
0.06473817913627797,0.002786200114725887,0.0,157
0.06514791444726707,0.002786200114725887,0.0,158
0.06555764975825616,0.002786200114725887,0.0,159
