step,nodes,u,mean_mass
0.0,24406.0,0.0,1.0
501.0,19738.0,0.3401092896174863,1.2364981254433074
1101.0,15258.0,0.6665209471766849,1.5995543321536243
1841.0,10681.0,1.0,2.2849920419436383
