step,nodes,u,mean_mass
0.0,24406.0,0.0,1.0
801.0,17358.0,0.5135154826958106,1.406037561931098
1501.0,12820.0,0.8441530054644809,1.9037441497659906
1841.0,10681.0,1.0,2.2849920419436383
