step,u,nodes,q10,q25,median,q75,q90,threshold,candidate_count
1464,0.8279052823315118,13043,0.8183330884806801,0.9425432446784061,1.747494894662462,7.833396944323584,15.67414353860297,0.8773821270664167,22146
1502,0.8446630236794171,12813,0.828234172952558,0.9569038043626072,1.8340873444134105,8.078515398052135,15.842906566579309,0.8823747359507356,21732
1540,0.8640437158469946,12547,0.8448881900449184,0.9795643338002612,1.9910827870400107,8.308226315198828,16.072180053513755,0.8882617884374446,21252
1577,0.8829143897996357,12288,0.8601022332216223,1.00128051363228,2.0888914053484466,8.404291214752956,16.44071344401388,0.8941150905187396,20782
1615,0.9022950819672131,12022,0.9362549412320905,1.2245163275912962,4.250083919882658,9.074776774763695,16.946502310448697,0.900256437054592,20330
1652,0.9187613843351549,11796,0.959030639278287,1.272314082973093,4.450909663982161,9.161128695641601,17.10631741533052,0.9055820031045222,19902
1690,0.9353734061930783,11568,0.986197533279476,1.338757465747051,4.753126794919006,9.262391943053819,17.351370931805516,0.9110591076270412,19466
1727,0.9515482695810564,11346,1.0110211155426714,1.4091772203686548,4.9987355032991765,9.362686906406934,17.504965189583334,0.9164968076742424,19077
1765,0.96816029143898,11118,1.0373088050431267,1.4761843455660348,5.201147143138008,9.471189204735925,17.713268686798912,0.9221933622550538,18651
1802,0.9843351548269581,10896,1.0723483410941836,1.5500214260362104,5.449952033768639,9.582821980732035,17.83450935440141,0.9278533869753254,18260
1840,1.0,10681,1.1071789946177588,1.6284347029744837,5.648616452631328,9.716900435060314,17.99451850088629,0.9334459561575021,17838
